model,role,step,emotion,normalized_freq
gemma3,patient,5,joy,0.13734259891372094
gemma3,patient,5,sadness,0.1864379057412877
gemma3,patient,5,fear,0.24234704653156577
gemma3,patient,5,anticipation,0.011044913187832782
gemma3,therapist,6,anger,0.23902072363241858
gemma3,therapist,6,trust,0.24257655128079827
gemma3,therapist,6,surprise,0.09307799622388058
gemma3,therapist,6,disgust,0.06193791383796358
gemma3,therapist,6,joy,0.1300249965213492
gemma3,therapist,6,sadness,0.025746360985185558
gemma3,therapist,6,fear,0.19273553171466873
gemma3,therapist,6,anticipation,0.014879925803735459
gemma3,patient,6,anger,0.11640587508757097
gemma3,patient,6,trust,0.04656720824375893
gemma3,patient,6,surprise,0.057296486850165494
gemma3,patient,6,disgust,0.07227447166407733
gemma3,patient,6,joy,0.009042682091351926
gemma3,patient,6,sadness,0.1703152088120803
gemma3,patient,6,fear,0.3355522272520744
gemma3,patient,6,anticipation,0.19254583999892058
gemma3,therapist,7,anger,0.04620677440349692
gemma3,therapist,7,trust,0.2001936251302698
gemma3,therapist,7,surprise,0.025025897560801775
gemma3,therapist,7,disgust,0.1774410146838187
gemma3,therapist,7,joy,0.07182392835180654
gemma3,therapist,7,sadness,0.34595331267194385
gemma3,therapist,7,fear,0.07511904699914347
gemma3,therapist,7,anticipation,0.058236400198718945
gemma3,patient,7,anger,0.052769095412836496
gemma3,patient,7,trust,0.165549637620334
gemma3,patient,7,surprise,0.01380246653332457
gemma3,patient,7,disgust,0.2556366071420993
gemma3,patient,7,joy,0.11605897460601122
gemma3,patient,7,sadness,0.06776082706832874
gemma3,patient,7,fear,0.20685440411957667
gemma3,patient,7,anticipation,0.12156798749748894
gemma3,therapist,8,anger,0.2279066992929061
gemma3,therapist,8,trust,0.11976540939533616
gemma3,therapist,8,surprise,0.17160119066101304
gemma3,therapist,8,disgust,0.16027982820648115
gemma3,therapist,8,joy,0.13201090365251336
gemma3,therapist,8,sadness,0.03673361517143385
gemma3,therapist,8,fear,0.10313700051514518
gemma3,therapist,8,anticipation,0.048565353105171245
gemma3,patient,8,anger,0.06222173205224175
gemma3,patient,8,trust,0.1479767563750753
gemma3,patient,8,surprise,0.1053132679220813
gemma3,patient,8,disgust,0.08611442087865945
gemma3,patient,8,joy,0.04455081076404899
gemma3,patient,8,sadness,0.40934137026424894
gemma3,patient,8,fear,0.09324254624895169
gemma3,patient,8,anticipation,0.051239095494692626
gemma3,therapist,9,anger,0.1395264607434157
gemma3,therapist,9,trust,0.006521871944110205
gemma3,therapist,9,surprise,0.053629661800129
gemma3,therapist,9,disgust,0.08054454924559173
gemma3,therapist,9,joy,0.2527182259764972
gemma3,therapist,9,sadness,0.20473149787559408
gemma3,therapist,9,fear,0.19507911206568565
gemma3,therapist,9,anticipation,0.06724862034897634
gemma3,patient,9,anger,0.1560105578885372
gemma3,patient,9,trust,0.014073871593348268
gemma3,patient,9,surprise,0.16219294117756283
gemma3,patient,9,disgust,0.10792983114525143
gemma3,patient,9,joy,0.08957611869303803
gemma3,patient,9,sadness,0.2070243643030878
gemma3,patient,9,fear,0.056363352347986805
gemma3,patient,9,anticipation,0.2068289628511877
gemma3,therapist,0,anger,0.03637575062570323
gemma3,therapist,0,trust,0.17165188494731884
gemma3,therapist,0,surprise,0.11208118111197696
gemma3,therapist,0,disgust,0.31422454676537853
gemma3,therapist,0,joy,0.04914635690774388
gemma3,therapist,0,sadness,0.023762693460996694
gemma3,therapist,0,fear,0.12741575560729823
gemma3,therapist,0,anticipation,0.16534183057358362
gemma3,patient,0,anger,0.0
gemma3,patient,0,trust,1.0
gemma3,patient,0,surprise,0.0
gemma3,patient,0,disgust,0.0
gemma3,patient,0,joy,0.0
gemma3,patient,0,sadness,0.0
gemma3,patient,0,fear,0.0
gemma3,patient,0,anticipation,0.0
gemma3,therapist,1,anger,0.09017072161077688
gemma3,therapist,1,trust,0.19456656562953237
gemma3,therapist,1,surprise,0.173947096968918
gemma3,therapist,1,disgust,0.10437857844084898
gemma3,therapist,1,joy,0.004362443891416774
gemma3,therapist,1,sadness,0.1210429126429027
gemma3,therapist,1,fear,0.17320418725341294
gemma3,therapist,1,anticipation,0.13832749356219134
gemma3,patient,1,anger,0.0873384032919701
gemma3,patient,1,trust,0.01625419510495446
gemma3,patient,1,surprise,0.201901181589931
gemma3,patient,1,disgust,0.13885794437593765
gemma3,patient,1,joy,0.13603718948188886
gemma3,patient,1,sadness,0.06439641156663294
gemma3,patient,1,fear,0.10349544658739127
gemma3,patient,1,anticipation,0.2517192280012937
gemma3,therapist,2,anger,0.03561652003518546
gemma3,therapist,2,trust,0.23088901217157795
gemma3,therapist,2,surprise,0.2027628195670008
gemma3,therapist,2,disgust,0.011899412574420674
gemma3,therapist,2,joy,0.17482466430190466
gemma3,therapist,2,sadness,0.018539717179574127
gemma3,therapist,2,fear,0.004304631382264492
gemma3,therapist,2,anticipation,0.3211632227880718
gemma3,patient,2,anger,0.06560630317397143
gemma3,patient,2,trust,0.057353430689796155
gemma3,patient,2,surprise,0.13797573658391166
gemma3,patient,2,disgust,0.040793593003448494
gemma3,patient,2,joy,0.07269271167348046
gemma3,patient,2,sadness,0.10441343899784788
gemma3,patient,2,fear,0.21682286306394685
gemma3,patient,2,anticipation,0.3043419228135971
gemma3,therapist,3,anger,0.03891079866471806
gemma3,therapist,3,trust,0.19241424151286748
gemma3,therapist,3,surprise,0.11435016252297125
gemma3,therapist,3,disgust,0.043434453716621295
gemma3,therapist,3,joy,0.15214960029799704
gemma3,therapist,3,sadness,0.006340579299398298
gemma3,therapist,3,fear,0.25146900488498214
gemma3,therapist,3,anticipation,0.2009311591004444
gemma3,patient,3,anger,0.06351495552008427
gemma3,patient,3,trust,0.1611900276827145
gemma3,patient,3,surprise,0.1881229784275817
gemma3,patient,3,disgust,0.13035282649821392
gemma3,patient,3,joy,0.008589956702755908
gemma3,patient,3,sadness,0.37455040298247966
gemma3,patient,3,fear,0.007676450998154469
gemma3,patient,3,anticipation,0.06600240118801569
gemma3,therapist,4,anger,0.184661925992466
gemma3,therapist,4,trust,0.20607412779020493
gemma3,therapist,4,surprise,0.03439873337723237
gemma3,therapist,4,disgust,0.1298670985371585
gemma3,therapist,4,joy,0.2797914442083677
gemma3,therapist,4,sadness,0.029763495971240117
gemma3,therapist,4,fear,0.027855663765482944
gemma3,therapist,4,anticipation,0.1075875103578475
gemma3,patient,4,anger,0.1799801160719415
gemma3,patient,4,trust,0.008467677981675602
gemma3,patient,4,surprise,0.23249494143115237
gemma3,patient,4,disgust,0.16587535196906783
gemma3,patient,4,joy,0.04121330291271742
gemma3,patient,4,sadness,0.22212331124674156
gemma3,patient,4,fear,0.13424487305274826
gemma3,patient,4,anticipation,0.015600425333955505
gemma3,therapist,5,anger,0.03492489883139372
gemma3,therapist,5,trust,0.0886333834819143
gemma3,therapist,5,surprise,0.09806931446038149
gemma3,therapist,5,disgust,0.09501365198963746
gemma3,therapist,5,joy,0.25478305898558645
gemma3,therapist,5,sadness,0.05653140440949346
gemma3,therapist,5,fear,0.1449224309814807
gemma3,therapist,5,anticipation,0.22712185686011246
gemma3,patient,5,anger,0.1918030661303272
gemma3,patient,5,trust,0.1831471070915931
gemma3,patient,5,surprise,0.011153923328148801
gemma3,patient,5,disgust,0.06489865598146044
gemma3,patient,5,joy,0.09942459231026651
gemma3,patient,5,sadness,0.07816185205934026
gemma3,patient,5,fear,0.11571288214941282
gemma3,patient,5,anticipation,0.25569792094945093
gemma3,therapist,6,anger,0.19938311594804914
gemma3,therapist,6,trust,0.008532596488861439
gemma3,therapist,6,surprise,0.1354641410829486
gemma3,therapist,6,disgust,0.034302886480796595
gemma3,therapist,6,joy,0.10164866158596383
gemma3,therapist,6,sadness,0.18084957196432333
gemma3,therapist,6,fear,0.1017872975577656
gemma3,therapist,6,anticipation,0.23803172889129132
gemma3,patient,6,anger,0.11188648539876203
gemma3,patient,6,trust,0.15043096590647098
gemma3,patient,6,surprise,0.01916160272859632
gemma3,patient,6,disgust,0.19296223601263043
gemma3,patient,6,joy,0.035725884888031294
gemma3,patient,6,sadness,0.21674982406577742
gemma3,patient,6,fear,0.1098510629550459
gemma3,patient,6,anticipation,0.16323193804468553
gemma3,therapist,7,anger,0.023767105543524684
gemma3,therapist,7,trust,0.0922222672076097
gemma3,therapist,7,surprise,0.06563347226100348
gemma3,therapist,7,disgust,0.014554126577198984
gemma3,therapist,7,joy,0.15116507850958746
gemma3,therapist,7,sadness,0.13736706465921725
gemma3,therapist,7,fear,0.11489648207975592
gemma3,therapist,7,anticipation,0.4003944031621025
gemma3,patient,7,anger,0.03152427536034194
gemma3,patient,7,trust,0.14834911385117386
gemma3,patient,7,surprise,0.1283221212492387
gemma3,patient,7,disgust,0.058336147835794154
gemma3,patient,7,joy,0.1892468219169115
gemma3,patient,7,sadness,0.22121525499088016
gemma3,patient,7,fear,0.114069129824197
gemma3,patient,7,anticipation,0.1089371349714627
gemma3,therapist,8,anger,0.061488173930139854
gemma3,therapist,8,trust,0.06979632131760106
gemma3,therapist,8,surprise,0.0544613132459289
gemma3,therapist,8,disgust,0.2790604426616396
gemma3,therapist,8,joy,0.0977524909069388
gemma3,therapist,8,sadness,0.15106862926386705
gemma3,therapist,8,fear,0.2180811635546075
gemma3,therapist,8,anticipation,0.06829146511927732
gemma3,patient,8,anger,0.033212787798868854
gemma3,patient,8,trust,0.07591384765275883
gemma3,patient,8,surprise,0.017988267648915035
gemma3,patient,8,disgust,0.047828301506561435
gemma3,patient,8,joy,0.3136525590538858
gemma3,patient,8,sadness,0.08754347570592519
gemma3,patient,8,fear,0.20260332011780718
gemma3,patient,8,anticipation,0.22125744051527776
gemma3,therapist,9,anger,0.11508605196858526
gemma3,therapist,9,trust,0.14673987383942824
gemma3,therapist,9,surprise,0.08192649249849895
gemma3,therapist,9,disgust,0.021830977526063784
gemma3,therapist,9,joy,0.026697564345148254
gemma3,therapist,9,sadness,0.1669007408972881
gemma3,therapist,9,fear,0.10309206475289753
gemma3,therapist,9,anticipation,0.33772623417209
gemma3,patient,9,anger,0.12327894047798896
gemma3,patient,9,trust,0.18615754188243358
gemma3,patient,9,surprise,0.1555500568976635
gemma3,patient,9,disgust,0.07423337819772645
gemma3,patient,9,joy,0.25722960537247413
gemma3,patient,9,sadness,0.10253108631240546
gemma3,patient,9,fear,0.013509665246408538
gemma3,patient,9,anticipation,0.08750972561289933
gemma3,therapist,0,anger,0.18372173555128327
gemma3,therapist,0,trust,0.07564827109937934
gemma3,therapist,0,surprise,0.06879469390648248
gemma3,therapist,0,disgust,0.1537845889645672
gemma3,therapist,0,joy,0.01721486686269519
gemma3,therapist,0,sadness,0.17115400551866636
gemma3,therapist,0,fear,0.07335883697587184
gemma3,therapist,0,anticipation,0.2563230011210544
gemma3,patient,0,anger,0.0
gemma3,patient,0,trust,1.0
gemma3,patient,0,surprise,0.0
gemma3,patient,0,disgust,0.0
gemma3,patient,0,joy,0.0
gemma3,patient,0,sadness,0.0
gemma3,patient,0,fear,0.0
gemma3,patient,0,anticipation,0.0
gemma3,therapist,1,anger,0.1371245775890163
gemma3,therapist,1,trust,0.062044165257512975
gemma3,therapist,1,surprise,0.2510435939339884
gemma3,therapist,1,disgust,0.014732835658752257
gemma3,therapist,1,joy,0.09928069216836187
gemma3,therapist,1,sadness,0.1657111311050695
gemma3,therapist,1,fear,0.09415673800360931
gemma3,therapist,1,anticipation,0.17590626628368936
gemma3,patient,1,anger,0.004586889471139234
gemma3,patient,1,trust,0.024755773105286153
gemma3,patient,1,surprise,0.52926061536325
gemma3,patient,1,disgust,0.09208244941696575
gemma3,patient,1,joy,0.12255532580738986
gemma3,patient,1,sadness,0.09807824646157133
gemma3,patient,1,fear,0.12301501265979997
gemma3,patient,1,anticipation,0.005665687714597737
gemma3,therapist,2,anger,0.004863883102509603
gemma3,therapist,2,trust,0.09844767988186955
gemma3,therapist,2,surprise,0.5485302778358269
gemma3,therapist,2,disgust,0.07109752496961433
gemma3,therapist,2,joy,0.03902271336310621
gemma3,therapist,2,sadness,0.026163108949329772
gemma3,therapist,2,fear,0.08164983225624822
gemma3,therapist,2,anticipation,0.13022497964149565
gemma3,patient,2,anger,0.0
gemma3,patient,2,trust,0.0
gemma3,patient,2,surprise,0.3333333333333333
gemma3,patient,2,disgust,0.0
gemma3,patient,2,joy,0.3333333333333333
gemma3,patient,2,sadness,0.0
gemma3,patient,2,fear,0.0
gemma3,patient,2,anticipation,0.3333333333333333
gemma3,therapist,3,anger,0.0036802530403284316
gemma3,therapist,3,trust,0.25470895173890257
gemma3,therapist,3,surprise,0.2856130675724143
gemma3,therapist,3,disgust,0.0537958822024821
gemma3,therapist,3,joy,0.222090653740033
gemma3,therapist,3,sadness,0.019796294282963766
gemma3,therapist,3,fear,0.0617802765959404
gemma3,therapist,3,anticipation,0.09853462082693554
gemma3,patient,3,anger,0.020194735065339024
gemma3,patient,3,trust,0.11422525207764406
gemma3,patient,3,surprise,0.23638375860170316
gemma3,patient,3,disgust,0.018222725417062373
gemma3,patient,3,joy,0.2701035920841476
gemma3,patient,3,sadness,0.005963416703979684
gemma3,patient,3,fear,0.09570264000703904
gemma3,patient,3,anticipation,0.23920388004308507
gemma3,therapist,4,anger,0.07591493977840631
gemma3,therapist,4,trust,0.06880990434087546
gemma3,therapist,4,surprise,0.08415731556801562
gemma3,therapist,4,disgust,0.040066281279399596
gemma3,therapist,4,joy,0.04220140090322135
gemma3,therapist,4,sadness,0.11173495723797429
gemma3,therapist,4,fear,0.1277559907152452
gemma3,therapist,4,anticipation,0.44935921017686214
gemma3,patient,4,anger,0.022330364737210277
gemma3,patient,4,trust,0.17887735828930598
gemma3,patient,4,surprise,0.16267143890369712
gemma3,patient,4,disgust,0.043252089076045136
gemma3,patient,4,joy,0.11005736984409727
gemma3,patient,4,sadness,0.2542476433655065
gemma3,patient,4,fear,0.17346377881103323
gemma3,patient,4,anticipation,0.05509995697310453
gemma3,therapist,5,anger,0.10849314460172989
gemma3,therapist,5,trust,0.28917377984285914
gemma3,therapist,5,surprise,0.13387190230369286
gemma3,therapist,5,disgust,0.0722905200261326
gemma3,therapist,5,joy,0.11248211197016157
gemma3,therapist,5,sadness,0.1719150219857795
gemma3,therapist,5,fear,0.05250581869227465
gemma3,therapist,5,anticipation,0.05926770057737006
gemma3,patient,5,anger,0.20973957801575518
gemma3,patient,5,trust,0.18842291231702904
gemma3,patient,5,surprise,0.0976634522653743
gemma3,patient,5,disgust,0.055111260225381486
gemma3,patient,5,joy,0.010147164451590774
gemma3,patient,5,sadness,0.4096516994868034
gemma3,patient,5,fear,0.011734302011260545
gemma3,patient,5,anticipation,0.017529631226805058
gemma3,therapist,6,anger,0.03348635888933987
gemma3,therapist,6,trust,0.21487921379334776
gemma3,therapist,6,surprise,0.12190797165098406
gemma3,therapist,6,disgust,0.05409791875214587
gemma3,therapist,6,joy,0.19355678542912721
gemma3,therapist,6,sadness,0.11045379439859872
gemma3,therapist,6,fear,0.018609265520571842
gemma3,therapist,6,anticipation,0.2530086915658845
gemma3,patient,6,anger,0.07588635496136945
gemma3,patient,6,trust,0.27346572978372374
gemma3,patient,6,surprise,0.22651175162622483
gemma3,patient,6,disgust,0.04266401258014145
gemma3,patient,6,joy,0.1761338983053135
gemma3,patient,6,sadness,0.01569988842546725
gemma3,patient,6,fear,0.021671401862556266
gemma3,patient,6,anticipation,0.16796696245520357
gemma3,therapist,7,anger,0.140461677612739
gemma3,therapist,7,trust,0.2973552505774842
gemma3,therapist,7,surprise,0.05017650135519521
gemma3,therapist,7,disgust,0.09585901416770545
gemma3,therapist,7,joy,0.16035897489390155
gemma3,therapist,7,sadness,0.0779721535515419
gemma3,therapist,7,fear,0.08473913309116692
gemma3,therapist,7,anticipation,0.09307729475026576
gemma3,patient,7,anger,0.15290825108360057
gemma3,patient,7,trust,0.193716406825062
gemma3,patient,7,surprise,0.110304094808977
gemma3,patient,7,disgust,0.017458797882000162
gemma3,patient,7,joy,0.09128696300477936
gemma3,patient,7,sadness,0.039184723454503904
gemma3,patient,7,fear,0.12743506692313586
gemma3,patient,7,anticipation,0.2677056960179412
gemma3,therapist,8,anger,0.0
gemma3,therapist,8,trust,0.0
gemma3,therapist,8,surprise,0.0
gemma3,therapist,8,disgust,0.0
gemma3,therapist,8,joy,0.0
gemma3,therapist,8,sadness,0.0
gemma3,therapist,8,fear,0.0
gemma3,therapist,8,anticipation,1.0
gemma3,patient,8,anger,0.0
gemma3,patient,8,trust,1.0
gemma3,patient,8,surprise,0.0
gemma3,patient,8,disgust,0.0
gemma3,patient,8,joy,0.0
gemma3,patient,8,sadness,0.0
gemma3,patient,8,fear,0.0
gemma3,patient,8,anticipation,0.0
gemma3,therapist,9,anger,0.0
gemma3,therapist,9,trust,0.0
gemma3,therapist,9,surprise,0.0
gemma3,therapist,9,disgust,0.0
gemma3,therapist,9,joy,0.0
gemma3,therapist,9,sadness,0.0
gemma3,therapist,9,fear,0.0
gemma3,therapist,9,anticipation,0.0
gemma3,patient,9,anger,0.0
gemma3,patient,9,trust,0.0
gemma3,patient,9,surprise,0.0
gemma3,patient,9,disgust,0.0
gemma3,patient,9,joy,0.0
gemma3,patient,9,sadness,0.0
gemma3,patient,9,fear,0.0
gemma3,patient,9,anticipation,0.0
gemma3,therapist,0,anger,0.18603131806271525
gemma3,therapist,0,trust,0.1642098007249759
gemma3,therapist,0,surprise,0.0028009490545576666
gemma3,therapist,0,disgust,0.16160657967585834
gemma3,therapist,0,joy,0.004923966254923463
gemma3,therapist,0,sadness,0.17472052117736978
gemma3,therapist,0,fear,0.0689383966292047
gemma3,therapist,0,anticipation,0.23676846842039478
gemma3,patient,0,anger,0.0
gemma3,patient,0,trust,1.0
gemma3,patient,0,surprise,0.0
gemma3,patient,0,disgust,0.0
gemma3,patient,0,joy,0.0
gemma3,patient,0,sadness,0.0
gemma3,patient,0,fear,0.0
gemma3,patient,0,anticipation,0.0
gemma3,therapist,1,anger,0.020071700161998354
gemma3,therapist,1,trust,0.11352934332702333
gemma3,therapist,1,surprise,0.23494360834487796
gemma3,therapist,1,disgust,0.06548077901549079
gemma3,therapist,1,joy,0.10188633744025201
gemma3,therapist,1,sadness,0.08675097189893631
gemma3,therapist,1,fear,0.04755978943813658
gemma3,therapist,1,anticipation,0.3297774703732846
gemma3,patient,1,anger,0.0
gemma3,patient,1,trust,0.5
gemma3,patient,1,surprise,0.0
gemma3,patient,1,disgust,0.0
gemma3,patient,1,joy,0.0
gemma3,patient,1,sadness,0.0
gemma3,patient,1,fear,0.5
gemma3,patient,1,anticipation,0.0
gemma3,therapist,2,anger,0.11137300000844388
gemma3,therapist,2,trust,0.020727176171398805
gemma3,therapist,2,surprise,0.07179235330726687
gemma3,therapist,2,disgust,0.04998631567998382
gemma3,therapist,2,joy,0.24065376458481313
gemma3,therapist,2,sadness,0.05250142722593382
gemma3,therapist,2,fear,0.13197628922890084
gemma3,therapist,2,anticipation,0.32098967379325893
gemma3,patient,2,anger,0.1256382491015188
gemma3,patient,2,trust,0.050278192254022434
gemma3,patient,2,surprise,0.1550275961773291
gemma3,patient,2,disgust,0.08371454616844763
gemma3,patient,2,joy,0.18917519276369285
gemma3,patient,2,sadness,0.1990826465195669
gemma3,patient,2,fear,0.030401640363339637
gemma3,patient,2,anticipation,0.16668193665208264
gemma3,therapist,3,anger,0.11781609600593516
gemma3,therapist,3,trust,0.048394504254663316
gemma3,therapist,3,surprise,0.062417982529190244
gemma3,therapist,3,disgust,0.0599731448626171
gemma3,therapist,3,joy,0.006485184772490039
gemma3,therapist,3,sadness,0.17346263932841732
gemma3,therapist,3,fear,0.3258135673618084
gemma3,therapist,3,anticipation,0.2056368808848785
gemma3,patient,3,anger,0.07773655883314369
gemma3,patient,3,trust,0.16538957157008538
gemma3,patient,3,surprise,0.2306317986963029
gemma3,patient,3,disgust,0.03571284047398204
gemma3,patient,3,joy,0.04088303221767213
gemma3,patient,3,sadness,0.3171265706237672
gemma3,patient,3,fear,0.11704421924691312
gemma3,patient,3,anticipation,0.015475408338133564
gemma3,therapist,4,anger,0.01982109109731564
gemma3,therapist,4,trust,0.08795597122182887
gemma3,therapist,4,surprise,0.1830833673150189
gemma3,therapist,4,disgust,0.008918136018217936
gemma3,therapist,4,joy,0.009696774380845662
gemma3,therapist,4,sadness,0.12515429670131883
gemma3,therapist,4,fear,0.05466058957921598
gemma3,therapist,4,anticipation,0.5107097736862383
gemma3,patient,4,anger,0.10176845083955602
gemma3,patient,4,trust,0.01893971257918788
gemma3,patient,4,surprise,0.23525928684996095
gemma3,patient,4,disgust,0.045675611768950124
gemma3,patient,4,joy,0.09376247859312653
gemma3,patient,4,sadness,0.19804579422169627
gemma3,patient,4,fear,0.013240396222758537
gemma3,patient,4,anticipation,0.2933082689247639
gemma3,therapist,5,anger,0.1669025480356851
gemma3,therapist,5,trust,0.08289706735942999
gemma3,therapist,5,surprise,0.09172230876613471
gemma3,therapist,5,disgust,0.14498929646963893
gemma3,therapist,5,joy,0.004417656784603339
gemma3,therapist,5,sadness,0.08687895488034804
gemma3,therapist,5,fear,0.12764739566191463
gemma3,therapist,5,anticipation,0.2945447720422452
gemma3,patient,5,anger,0.0
gemma3,patient,5,trust,0.5
gemma3,patient,5,surprise,0.0
gemma3,patient,5,disgust,0.0
gemma3,patient,5,joy,0.5
gemma3,patient,5,sadness,0.0
gemma3,patient,5,fear,0.0
gemma3,patient,5,anticipation,0.0
gemma3,therapist,6,anger,0.09478279786322961
gemma3,therapist,6,trust,0.017543685754634764
gemma3,therapist,6,surprise,0.2661506352232689
gemma3,therapist,6,disgust,0.1377229982278113
gemma3,therapist,6,joy,0.07824792664782394
gemma3,therapist,6,sadness,0.08252492039318099
gemma3,therapist,6,fear,0.12125020587441694
gemma3,therapist,6,anticipation,0.20177683001563365
gemma3,patient,6,anger,0.11037622124070261
gemma3,patient,6,trust,0.01801673926463377
gemma3,patient,6,surprise,0.32945990387655977
gemma3,patient,6,disgust,0.17064997203235394
gemma3,patient,6,joy,0.0340593620428056
gemma3,patient,6,sadness,0.0894697988261356
gemma3,patient,6,fear,0.13430651312854017
gemma3,patient,6,anticipation,0.11366148958826869
gemma3,therapist,7,anger,0.10557750125755418
gemma3,therapist,7,trust,0.09156988806939026
gemma3,therapist,7,surprise,0.244064712082645
gemma3,therapist,7,disgust,0.16785599741230686
gemma3,therapist,7,joy,0.03358715024918622
gemma3,therapist,7,sadness,0.07784447581930146
gemma3,therapist,7,fear,0.1251086604560819
gemma3,therapist,7,anticipation,0.1543916146535341
gemma3,patient,7,anger,0.18014301839188904
gemma3,patient,7,trust,0.17007289280757512
gemma3,patient,7,surprise,0.204690192387519
gemma3,patient,7,disgust,0.14077609217054513
gemma3,patient,7,joy,0.02816859589241415
gemma3,patient,7,sadness,0.041740208391148906
gemma3,patient,7,fear,0.10492510596709557
gemma3,patient,7,anticipation,0.12948389399181312
gemma3,therapist,8,anger,0.048491790059562695
gemma3,therapist,8,trust,0.02741836379118181
gemma3,therapist,8,surprise,0.27606099834050774
gemma3,therapist,8,disgust,0.21524207174224044
gemma3,therapist,8,joy,0.12229072891190822
gemma3,therapist,8,sadness,0.025241771861693203
gemma3,therapist,8,fear,0.09181831174708632
gemma3,therapist,8,anticipation,0.19343596354581943
gemma3,patient,8,anger,0.1277238336970043
gemma3,patient,8,trust,0.034906758610227726
gemma3,patient,8,surprise,0.16239067020248016
gemma3,patient,8,disgust,0.11271319331664018
gemma3,patient,8,joy,0.16475206505591924
gemma3,patient,8,sadness,0.12421870648736001
gemma3,patient,8,fear,0.15440830374814327
gemma3,patient,8,anticipation,0.11888646888222507
gemma3,therapist,9,anger,0.03860434462947623
gemma3,therapist,9,trust,0.09280513111294622
gemma3,therapist,9,surprise,0.19928302474189427
gemma3,therapist,9,disgust,0.11958163828205938
gemma3,therapist,9,joy,0.004997847213878353
gemma3,therapist,9,sadness,0.06559173506956281
gemma3,therapist,9,fear,0.06999701607280602
gemma3,therapist,9,anticipation,0.40913926287737673
gemma3,patient,9,anger,0.18808775436611858
gemma3,patient,9,trust,0.08660683162382571
gemma3,patient,9,surprise,0.1137892443816144
gemma3,patient,9,disgust,0.016705238464472156
gemma3,patient,9,joy,0.03186870640416104
gemma3,patient,9,sadness,0.22524289982783763
gemma3,patient,9,fear,0.1318782766997666
gemma3,patient,9,anticipation,0.20582104823220398
gemma3,therapist,0,anger,0.1362219172117328
gemma3,therapist,0,trust,0.025213799996756946
gemma3,therapist,0,surprise,0.1252169058687669
gemma3,therapist,0,disgust,0.19793560947432956
gemma3,therapist,0,joy,0.006030869929022468
gemma3,therapist,0,sadness,0.21399755453200428
gemma3,therapist,0,fear,0.005389512321002886
gemma3,therapist,0,anticipation,0.2899938306663842
gemma3,patient,0,anger,0.0
gemma3,patient,0,trust,1.0
gemma3,patient,0,surprise,0.0
gemma3,patient,0,disgust,0.0
gemma3,patient,0,joy,0.0
gemma3,patient,0,sadness,0.0
gemma3,patient,0,fear,0.0
gemma3,patient,0,anticipation,0.0
gemma3,therapist,1,anger,0.025187160755550577
gemma3,therapist,1,trust,0.03315861122620163
gemma3,therapist,1,surprise,0.18348252391850578
gemma3,therapist,1,disgust,0.13190145369755735
gemma3,therapist,1,joy,0.04591382040571486
gemma3,therapist,1,sadness,0.27067040909671863
gemma3,therapist,1,fear,0.040373370119981995
gemma3,therapist,1,anticipation,0.26931265077976907
gemma3,patient,1,anger,0.19504812959987788
gemma3,patient,1,trust,0.021583861050788793
gemma3,patient,1,surprise,0.2173164772013089
gemma3,patient,1,disgust,0.07834301346293161
gemma3,patient,1,joy,0.18737301175394833
gemma3,patient,1,sadness,0.14344823016781375
gemma3,patient,1,fear,0.00461360386308302
gemma3,patient,1,anticipation,0.15227367290024765
gemma3,therapist,2,anger,0.05345504709708272
gemma3,therapist,2,trust,0.2581025319525677
gemma3,therapist,2,surprise,0.15200914136746385
gemma3,therapist,2,disgust,0.017795602635676363
gemma3,therapist,2,joy,0.23137195298838684
gemma3,therapist,2,sadness,0.09873314999109674
gemma3,therapist,2,fear,0.01472709935675998
gemma3,therapist,2,anticipation,0.1738054746109656
gemma3,patient,2,anger,0.003618010741655925
gemma3,patient,2,trust,0.0732305353144545
gemma3,patient,2,surprise,0.28078263508263457
gemma3,patient,2,disgust,0.15204741981225134
gemma3,patient,2,joy,0.02902713596127175
gemma3,patient,2,sadness,0.2108859747924827
gemma3,patient,2,fear,0.2359337366168478
gemma3,patient,2,anticipation,0.014474551678401351
gemma3,therapist,3,anger,0.08024346267335905
gemma3,therapist,3,trust,0.008643176545718114
gemma3,therapist,3,surprise,0.22558031515604288
gemma3,therapist,3,disgust,0.010988196050231968
gemma3,therapist,3,joy,0.10367407866841911
gemma3,therapist,3,sadness,0.1971479902334296
gemma3,therapist,3,fear,0.2846008685725342
gemma3,therapist,3,anticipation,0.08912191210026503
gemma3,patient,3,anger,0.0346445838698065
gemma3,patient,3,trust,0.036847244416379446
gemma3,patient,3,surprise,0.15509152118795874
gemma3,patient,3,disgust,0.0360367356965984
gemma3,patient,3,joy,0.101422786676213
gemma3,patient,3,sadness,0.17747345216155685
gemma3,patient,3,fear,0.24809204766351045
gemma3,patient,3,anticipation,0.2103916283279767
gemma3,therapist,4,anger,0.1749537440525686
gemma3,therapist,4,trust,0.10496378796922165
gemma3,therapist,4,surprise,0.0228100839164543
gemma3,therapist,4,disgust,0.05451101569186988
gemma3,therapist,4,joy,0.19468421925213095
gemma3,therapist,4,sadness,0.2610954426317648
gemma3,therapist,4,fear,0.07157063490476048
gemma3,therapist,4,anticipation,0.11541107158122936
gemma3,patient,4,anger,0.11824088951279678
gemma3,patient,4,trust,0.22034727350157754
gemma3,patient,4,surprise,0.03580886370631284
