model,role,step,emotion,normalized_freq
qwen3,patient,2,fear,0.10244372316912613
qwen3,patient,2,anticipation,0.2978368513516981
qwen3,therapist,3,anger,0.13413412906989872
qwen3,therapist,3,trust,0.08730475544481588
qwen3,therapist,3,surprise,0.05700619081433576
qwen3,therapist,3,disgust,0.0941401806189874
qwen3,therapist,3,joy,0.08646359202224753
qwen3,therapist,3,sadness,0.10877460085936333
qwen3,therapist,3,fear,0.04320372551895029
qwen3,therapist,3,anticipation,0.388972825651401
qwen3,patient,3,anger,0.13413412906989872
qwen3,patient,3,trust,0.08730475544481588
qwen3,patient,3,surprise,0.05700619081433576
qwen3,patient,3,disgust,0.0941401806189874
qwen3,patient,3,joy,0.08646359202224753
qwen3,patient,3,sadness,0.10877460085936333
qwen3,patient,3,fear,0.04320372551895029
qwen3,patient,3,anticipation,0.388972825651401
qwen3,therapist,4,anger,0.13413412906989872
qwen3,therapist,4,trust,0.08730475544481588
qwen3,therapist,4,surprise,0.05700619081433576
qwen3,therapist,4,disgust,0.0941401806189874
qwen3,therapist,4,joy,0.08646359202224753
qwen3,therapist,4,sadness,0.10877460085936333
qwen3,therapist,4,fear,0.04320372551895029
qwen3,therapist,4,anticipation,0.388972825651401
qwen3,patient,4,anger,0.13413412906989872
qwen3,patient,4,trust,0.08730475544481588
qwen3,patient,4,surprise,0.05700619081433576
qwen3,patient,4,disgust,0.0941401806189874
qwen3,patient,4,joy,0.08646359202224753
qwen3,patient,4,sadness,0.10877460085936333
qwen3,patient,4,fear,0.04320372551895029
qwen3,patient,4,anticipation,0.388972825651401
qwen3,therapist,5,anger,0.10632541220465308
qwen3,therapist,5,trust,0.12329130100786727
qwen3,therapist,5,surprise,0.06411677214312864
qwen3,therapist,5,disgust,0.0688547600487831
qwen3,therapist,5,joy,0.09164088927475368
qwen3,therapist,5,sadness,0.16711474237930166
qwen3,therapist,5,fear,0.09198462066027488
qwen3,therapist,5,anticipation,0.2866715022812376
qwen3,patient,5,anger,0.0
qwen3,patient,5,trust,1.0
qwen3,patient,5,surprise,0.0
qwen3,patient,5,disgust,0.0
qwen3,patient,5,joy,0.0
qwen3,patient,5,sadness,0.0
qwen3,patient,5,fear,0.0
qwen3,patient,5,anticipation,0.0
qwen3,therapist,6,anger,0.11039079612901029
qwen3,therapist,6,trust,0.13683333805700376
qwen3,therapist,6,surprise,0.0711592130674716
qwen3,therapist,6,disgust,0.049545483941808945
qwen3,therapist,6,joy,0.10170651683833451
qwen3,therapist,6,sadness,0.08139341770340788
qwen3,therapist,6,fear,0.13081238394428027
qwen3,therapist,6,anticipation,0.31815885031868285
qwen3,patient,6,anger,0.03872279709844089
qwen3,patient,6,trust,0.009247101637410318
qwen3,patient,6,surprise,0.14680767834899291
qwen3,patient,6,disgust,0.22305211185731408
qwen3,patient,6,joy,0.11016054799018839
qwen3,patient,6,sadness,0.08578633968468695
qwen3,patient,6,fear,0.023679280194879967
qwen3,patient,6,anticipation,0.3625441431880865
qwen3,therapist,7,anger,0.11039079612901029
qwen3,therapist,7,trust,0.13683333805700376
qwen3,therapist,7,surprise,0.0711592130674716
qwen3,therapist,7,disgust,0.049545483941808945
qwen3,therapist,7,joy,0.10170651683833451
qwen3,therapist,7,sadness,0.08139341770340788
qwen3,therapist,7,fear,0.13081238394428027
qwen3,therapist,7,anticipation,0.31815885031868285
qwen3,patient,7,anger,0.09757986881208579
qwen3,patient,7,trust,0.0683223992567567
qwen3,patient,7,surprise,0.016711461387153577
qwen3,patient,7,disgust,0.09097382292345468
qwen3,patient,7,joy,0.09938628617278016
qwen3,patient,7,sadness,0.20615970895792177
qwen3,patient,7,fear,0.033995219758207795
qwen3,patient,7,anticipation,0.3868712327316394
qwen3,therapist,8,anger,0.1786293282397995
qwen3,therapist,8,trust,0.07316819760636815
qwen3,therapist,8,surprise,0.017337668457438848
qwen3,therapist,8,disgust,0.10756304709479905
qwen3,therapist,8,joy,0.1614814957309758
qwen3,therapist,8,sadness,0.07091826481079787
qwen3,therapist,8,fear,0.09119225817910163
qwen3,therapist,8,anticipation,0.2997097398807191
qwen3,patient,8,anger,0.13687897664648727
qwen3,patient,8,trust,0.12296742302384321
qwen3,patient,8,surprise,0.06373653236225789
qwen3,patient,8,disgust,0.15844647514821425
qwen3,patient,8,joy,0.10122476944824407
qwen3,patient,8,sadness,0.0033079736755131
qwen3,patient,8,fear,0.09274651716569551
qwen3,patient,8,anticipation,0.3206913325297446
qwen3,therapist,9,anger,0.08843082951124984
qwen3,therapist,9,trust,0.12175196123434276
qwen3,therapist,9,surprise,0.11072148489192969
qwen3,therapist,9,disgust,0.13847380909515133
qwen3,therapist,9,joy,0.1775264081145321
qwen3,therapist,9,sadness,0.05120555828458152
qwen3,therapist,9,fear,0.024363080441172275
qwen3,therapist,9,anticipation,0.28752686842704056
qwen3,patient,9,anger,0.058715341562006765
qwen3,patient,9,trust,0.006324341524596886
qwen3,patient,9,surprise,0.061049770208939785
qwen3,patient,9,disgust,0.1642503589746409
qwen3,patient,9,joy,0.16046196323575201
qwen3,patient,9,sadness,0.058559420129590714
qwen3,patient,9,fear,0.030203721489926564
qwen3,patient,9,anticipation,0.46043508287454643
qwen3,therapist,0,anger,0.19249800534739456
qwen3,therapist,0,trust,0.17434330187223904
qwen3,therapist,0,surprise,0.0244444928282066
qwen3,therapist,0,disgust,0.15976639711063484
qwen3,therapist,0,joy,0.03431858921830326
qwen3,therapist,0,sadness,0.05837130205507041
qwen3,therapist,0,fear,0.15748470924017272
qwen3,therapist,0,anticipation,0.1987732023279786
qwen3,patient,0,anger,0.20411780844130215
qwen3,patient,0,trust,0.04032241653227172
qwen3,patient,0,surprise,0.19344523288219861
qwen3,patient,0,disgust,0.13217625368151376
qwen3,patient,0,joy,0.010388448534072272
qwen3,patient,0,sadness,0.03511132134436397
qwen3,patient,0,fear,0.07275930877913689
qwen3,patient,0,anticipation,0.31167920980514063
qwen3,therapist,1,anger,0.17777246746331643
qwen3,therapist,1,trust,0.15911733912842377
qwen3,therapist,1,surprise,0.14749510596451051
qwen3,therapist,1,disgust,0.13797993405845982
qwen3,therapist,1,joy,0.025546217451108022
qwen3,therapist,1,sadness,0.007020431711072827
qwen3,therapist,1,fear,0.02787268874319133
qwen3,therapist,1,anticipation,0.3171958154799173
qwen3,patient,1,anger,0.18194629757655184
qwen3,patient,1,trust,0.017254785535535184
qwen3,patient,1,surprise,0.2990057876201785
qwen3,patient,1,disgust,0.09494808521493997
qwen3,patient,1,joy,0.07100079570807283
qwen3,patient,1,sadness,0.042819259818456364
qwen3,patient,1,fear,0.040074556609287916
qwen3,patient,1,anticipation,0.25295043191697747
qwen3,therapist,2,anger,0.1727652296954048
qwen3,therapist,2,trust,0.05597924035429366
qwen3,therapist,2,surprise,0.11737951500258581
qwen3,therapist,2,disgust,0.029723409797720167
qwen3,therapist,2,joy,0.048125334708819634
qwen3,therapist,2,sadness,0.06859013819493938
qwen3,therapist,2,fear,0.050333215723508996
qwen3,therapist,2,anticipation,0.4571039165227274
qwen3,patient,2,anger,0.15867751813021094
qwen3,patient,2,trust,0.006790601238330847
qwen3,patient,2,surprise,0.10780809398266078
qwen3,patient,2,disgust,0.027299688168648202
qwen3,patient,2,joy,0.10674976318073026
qwen3,patient,2,sadness,0.06299712573050602
qwen3,patient,2,fear,0.109846696627716
qwen3,patient,2,anticipation,0.41983051294119694
qwen3,therapist,3,anger,0.12490830095610611
qwen3,therapist,3,trust,0.005838576706178976
qwen3,therapist,3,surprise,0.15238239858643965
qwen3,therapist,3,disgust,0.07210591269883586
qwen3,therapist,3,joy,0.07003317096974868
qwen3,therapist,3,sadness,0.10416736487007694
qwen3,therapist,3,fear,0.04549463924758499
qwen3,therapist,3,anticipation,0.4250696359650288
qwen3,patient,3,anger,0.19127433920017453
qwen3,patient,3,trust,0.022614279979394518
qwen3,patient,3,surprise,0.09699720846997135
qwen3,patient,3,disgust,0.09187489762141302
qwen3,patient,3,joy,0.05613161204360739
qwen3,patient,3,sadness,0.11065116907664992
qwen3,patient,3,fear,0.15950011618590212
qwen3,patient,3,anticipation,0.27095637742288714
qwen3,therapist,4,anger,0.1524170269058775
qwen3,therapist,4,trust,0.0338352618418793
qwen3,therapist,4,surprise,0.1059824866354365
qwen3,therapist,4,disgust,0.024625864973758627
qwen3,therapist,4,joy,0.12501298340196754
qwen3,therapist,4,sadness,0.24481949981651555
qwen3,therapist,4,fear,0.16953481353755323
qwen3,therapist,4,anticipation,0.14377206288701172
qwen3,patient,4,anger,0.20625210070323913
qwen3,patient,4,trust,0.07361640432653033
qwen3,patient,4,surprise,0.17709973909928953
qwen3,patient,4,disgust,0.01419956793377688
qwen3,patient,4,joy,0.09330524765101629
qwen3,patient,4,sadness,0.07658320746533183
qwen3,patient,4,fear,0.11209744494042038
qwen3,patient,4,anticipation,0.2468462878803956
qwen3,therapist,5,anger,0.1554414785735883
qwen3,therapist,5,trust,0.014741214368406079
qwen3,therapist,5,surprise,0.14886356776934365
qwen3,therapist,5,disgust,0.08111663139136811
qwen3,therapist,5,joy,0.15176260115549967
qwen3,therapist,5,sadness,0.11386671110765767
qwen3,therapist,5,fear,0.0342367413654449
qwen3,therapist,5,anticipation,0.29997105426869175
qwen3,patient,5,anger,0.14543303347578274
qwen3,patient,5,trust,0.04712308576643775
qwen3,patient,5,surprise,0.18350349657650494
qwen3,patient,5,disgust,0.08757363856787834
qwen3,patient,5,joy,0.04051170149271751
qwen3,patient,5,sadness,0.06869663052708404
qwen3,patient,5,fear,0.04237028631378353
qwen3,patient,5,anticipation,0.38478812727981104
qwen3,therapist,6,anger,0.10961618749530384
qwen3,therapist,6,trust,0.02945060465968563
qwen3,therapist,6,surprise,0.12395876947980008
qwen3,therapist,6,disgust,0.04904259823133883
qwen3,therapist,6,joy,0.07045696158626405
qwen3,therapist,6,sadness,0.1418477978471642
qwen3,therapist,6,fear,0.13014947560645967
qwen3,therapist,6,anticipation,0.3454776050939836
qwen3,patient,6,anger,0.11047665158316394
qwen3,patient,6,trust,0.0051639995066202985
qwen3,patient,6,surprise,0.13477644821985665
qwen3,patient,6,disgust,0.06377494316502356
qwen3,patient,6,joy,0.07621820322115833
qwen3,patient,6,sadness,0.04781538370138103
qwen3,patient,6,fear,0.10513873623300231
qwen3,patient,6,anticipation,0.45663563436979393
qwen3,therapist,7,anger,0.19398322082588285
qwen3,therapist,7,trust,0.07259753662980929
qwen3,therapist,7,surprise,0.15111425955879004
qwen3,therapist,7,disgust,0.0715058412807067
qwen3,therapist,7,joy,0.008003571827193131
qwen3,therapist,7,sadness,0.0536116391178877
qwen3,therapist,7,fear,0.027651759750211342
qwen3,therapist,7,anticipation,0.421532171009519
qwen3,patient,7,anger,0.23118376452577907
qwen3,patient,7,trust,0.025582599848349506
qwen3,patient,7,surprise,0.12704844162724918
qwen3,patient,7,disgust,0.09285724920207418
qwen3,patient,7,joy,0.006119082889190454
qwen3,patient,7,sadness,0.023551739043184958
qwen3,patient,7,fear,0.08567072587067281
qwen3,patient,7,anticipation,0.40798639699349987
qwen3,therapist,8,anger,0.12456647207442072
qwen3,therapist,8,trust,0.10348593630233996
qwen3,therapist,8,surprise,0.23214321764587428
qwen3,therapist,8,disgust,0.013623641301796934
qwen3,therapist,8,joy,0.10283583508182971
qwen3,therapist,8,sadness,0.1532351993996049
qwen3,therapist,8,fear,0.004928373860613443
qwen3,therapist,8,anticipation,0.26518132433352004
qwen3,patient,8,anger,0.12456647207442072
qwen3,patient,8,trust,0.10348593630233996
qwen3,patient,8,surprise,0.23214321764587428
qwen3,patient,8,disgust,0.013623641301796934
qwen3,patient,8,joy,0.10283583508182971
qwen3,patient,8,sadness,0.1532351993996049
qwen3,patient,8,fear,0.004928373860613443
qwen3,patient,8,anticipation,0.26518132433352004
qwen3,therapist,9,anger,0.12456647207442072
qwen3,therapist,9,trust,0.10348593630233996
qwen3,therapist,9,surprise,0.23214321764587428
qwen3,therapist,9,disgust,0.013623641301796934
qwen3,therapist,9,joy,0.10283583508182971
qwen3,therapist,9,sadness,0.1532351993996049
qwen3,therapist,9,fear,0.004928373860613443
qwen3,therapist,9,anticipation,0.26518132433352004
qwen3,patient,9,anger,0.12456647207442072
qwen3,patient,9,trust,0.10348593630233996
qwen3,patient,9,surprise,0.23214321764587428
qwen3,patient,9,disgust,0.013623641301796934
qwen3,patient,9,joy,0.10283583508182971
qwen3,patient,9,sadness,0.1532351993996049
qwen3,patient,9,fear,0.004928373860613443
qwen3,patient,9,anticipation,0.26518132433352004
qwen3,therapist,0,anger,0.17298755565281781
qwen3,therapist,0,trust,0.0820972928161449
qwen3,therapist,0,surprise,0.11257075852306422
qwen3,therapist,0,disgust,0.15368930074600592
qwen3,therapist,0,joy,0.062192133658957136
qwen3,therapist,0,sadness,0.11829063030306958
qwen3,therapist,0,fear,0.05608311920097653
qwen3,therapist,0,anticipation,0.2420892090989638
qwen3,patient,0,anger,0.17298755565281781
qwen3,patient,0,trust,0.0820972928161449
qwen3,patient,0,surprise,0.11257075852306422
qwen3,patient,0,disgust,0.15368930074600592
qwen3,patient,0,joy,0.062192133658957136
qwen3,patient,0,sadness,0.11829063030306958
qwen3,patient,0,fear,0.05608311920097653
qwen3,patient,0,anticipation,0.2420892090989638
qwen3,therapist,1,anger,0.0
qwen3,therapist,1,trust,0.0
qwen3,therapist,1,surprise,0.0
qwen3,therapist,1,disgust,0.0
qwen3,therapist,1,joy,0.0
qwen3,therapist,1,sadness,0.0
qwen3,therapist,1,fear,0.0
qwen3,therapist,1,anticipation,0.0
qwen3,patient,1,anger,0.25570783076103226
qwen3,patient,1,trust,0.005040307317760272
qwen3,patient,1,surprise,0.07547128787605377
qwen3,patient,1,disgust,0.15566575459038617
qwen3,patient,1,joy,0.02882064876746478
qwen3,patient,1,sadness,0.1139302949359365
qwen3,patient,1,fear,0.08290129714287632
qwen3,patient,1,anticipation,0.2824625786084899
qwen3,therapist,2,anger,0.25570783076103226
qwen3,therapist,2,trust,0.005040307317760272
qwen3,therapist,2,surprise,0.07547128787605377
qwen3,therapist,2,disgust,0.15566575459038617
qwen3,therapist,2,joy,0.02882064876746478
qwen3,therapist,2,sadness,0.1139302949359365
qwen3,therapist,2,fear,0.08290129714287632
qwen3,therapist,2,anticipation,0.2824625786084899
qwen3,patient,2,anger,0.25570783076103226
qwen3,patient,2,trust,0.005040307317760272
qwen3,patient,2,surprise,0.07547128787605377
qwen3,patient,2,disgust,0.15566575459038617
qwen3,patient,2,joy,0.02882064876746478
qwen3,patient,2,sadness,0.1139302949359365
qwen3,patient,2,fear,0.08290129714287632
qwen3,patient,2,anticipation,0.2824625786084899
qwen3,therapist,3,anger,0.25570783076103226
qwen3,therapist,3,trust,0.005040307317760272
qwen3,therapist,3,surprise,0.07547128787605377
qwen3,therapist,3,disgust,0.15566575459038617
qwen3,therapist,3,joy,0.02882064876746478
qwen3,therapist,3,sadness,0.1139302949359365
qwen3,therapist,3,fear,0.08290129714287632
qwen3,therapist,3,anticipation,0.2824625786084899
qwen3,patient,3,anger,0.25570783076103226
qwen3,patient,3,trust,0.005040307317760272
qwen3,patient,3,surprise,0.07547128787605377
qwen3,patient,3,disgust,0.15566575459038617
qwen3,patient,3,joy,0.02882064876746478
qwen3,patient,3,sadness,0.1139302949359365
qwen3,patient,3,fear,0.08290129714287632
qwen3,patient,3,anticipation,0.2824625786084899
qwen3,therapist,4,anger,0.25570783076103226
qwen3,therapist,4,trust,0.005040307317760272
qwen3,therapist,4,surprise,0.07547128787605377
qwen3,therapist,4,disgust,0.15566575459038617
qwen3,therapist,4,joy,0.02882064876746478
qwen3,therapist,4,sadness,0.1139302949359365
qwen3,therapist,4,fear,0.08290129714287632
qwen3,therapist,4,anticipation,0.2824625786084899
qwen3,patient,4,anger,0.25570783076103226
qwen3,patient,4,trust,0.005040307317760272
qwen3,patient,4,surprise,0.07547128787605377
qwen3,patient,4,disgust,0.15566575459038617
qwen3,patient,4,joy,0.02882064876746478
qwen3,patient,4,sadness,0.1139302949359365
qwen3,patient,4,fear,0.08290129714287632
qwen3,patient,4,anticipation,0.2824625786084899
qwen3,therapist,5,anger,0.25570783076103226
qwen3,therapist,5,trust,0.005040307317760272
qwen3,therapist,5,surprise,0.07547128787605377
qwen3,therapist,5,disgust,0.15566575459038617
qwen3,therapist,5,joy,0.02882064876746478
qwen3,therapist,5,sadness,0.1139302949359365
qwen3,therapist,5,fear,0.08290129714287632
qwen3,therapist,5,anticipation,0.2824625786084899
qwen3,patient,5,anger,0.25570783076103226
qwen3,patient,5,trust,0.005040307317760272
qwen3,patient,5,surprise,0.07547128787605377
qwen3,patient,5,disgust,0.15566575459038617
qwen3,patient,5,joy,0.02882064876746478
qwen3,patient,5,sadness,0.1139302949359365
qwen3,patient,5,fear,0.08290129714287632
qwen3,patient,5,anticipation,0.2824625786084899
qwen3,therapist,6,anger,0.25570783076103226
qwen3,therapist,6,trust,0.005040307317760272
qwen3,therapist,6,surprise,0.07547128787605377
qwen3,therapist,6,disgust,0.15566575459038617
qwen3,therapist,6,joy,0.02882064876746478
qwen3,therapist,6,sadness,0.1139302949359365
qwen3,therapist,6,fear,0.08290129714287632
qwen3,therapist,6,anticipation,0.2824625786084899
qwen3,patient,6,anger,0.25570783076103226
qwen3,patient,6,trust,0.005040307317760272
qwen3,patient,6,surprise,0.07547128787605377
qwen3,patient,6,disgust,0.15566575459038617
qwen3,patient,6,joy,0.02882064876746478
qwen3,patient,6,sadness,0.1139302949359365
qwen3,patient,6,fear,0.08290129714287632
qwen3,patient,6,anticipation,0.2824625786084899
qwen3,therapist,7,anger,0.25570783076103226
qwen3,therapist,7,trust,0.005040307317760272
qwen3,therapist,7,surprise,0.07547128787605377
qwen3,therapist,7,disgust,0.15566575459038617
qwen3,therapist,7,joy,0.02882064876746478
qwen3,therapist,7,sadness,0.1139302949359365
qwen3,therapist,7,fear,0.08290129714287632
qwen3,therapist,7,anticipation,0.2824625786084899
qwen3,patient,7,anger,0.25570783076103226
qwen3,patient,7,trust,0.005040307317760272
qwen3,patient,7,surprise,0.07547128787605377
qwen3,patient,7,disgust,0.15566575459038617
qwen3,patient,7,joy,0.02882064876746478
qwen3,patient,7,sadness,0.1139302949359365
qwen3,patient,7,fear,0.08290129714287632
qwen3,patient,7,anticipation,0.2824625786084899
qwen3,therapist,8,anger,0.25570783076103226
qwen3,therapist,8,trust,0.005040307317760272
qwen3,therapist,8,surprise,0.07547128787605377
qwen3,therapist,8,disgust,0.15566575459038617
qwen3,therapist,8,joy,0.02882064876746478
qwen3,therapist,8,sadness,0.1139302949359365
qwen3,therapist,8,fear,0.08290129714287632
qwen3,therapist,8,anticipation,0.2824625786084899
qwen3,patient,8,anger,0.25570783076103226
qwen3,patient,8,trust,0.005040307317760272
qwen3,patient,8,surprise,0.07547128787605377
qwen3,patient,8,disgust,0.15566575459038617
qwen3,patient,8,joy,0.02882064876746478
qwen3,patient,8,sadness,0.1139302949359365
qwen3,patient,8,fear,0.08290129714287632
qwen3,patient,8,anticipation,0.2824625786084899
qwen3,therapist,9,anger,0.25570783076103226
qwen3,therapist,9,trust,0.005040307317760272
qwen3,therapist,9,surprise,0.07547128787605377
qwen3,therapist,9,disgust,0.15566575459038617
qwen3,therapist,9,joy,0.02882064876746478
qwen3,therapist,9,sadness,0.1139302949359365
qwen3,therapist,9,fear,0.08290129714287632
qwen3,therapist,9,anticipation,0.2824625786084899
qwen3,patient,9,anger,0.25570783076103226
qwen3,patient,9,trust,0.005040307317760272
qwen3,patient,9,surprise,0.07547128787605377
qwen3,patient,9,disgust,0.15566575459038617
qwen3,patient,9,joy,0.02882064876746478
qwen3,patient,9,sadness,0.1139302949359365
qwen3,patient,9,fear,0.08290129714287632
qwen3,patient,9,anticipation,0.2824625786084899
qwen3,therapist,0,anger,0.1246929183760795
qwen3,therapist,0,trust,0.1326468378837959
qwen3,therapist,0,surprise,0.08568042432035275
qwen3,therapist,0,disgust,0.10533178464595361
qwen3,therapist,0,joy,0.13083845455536375
qwen3,therapist,0,sadness,0.11840459245263561
qwen3,therapist,0,fear,0.13441867180272388
qwen3,therapist,0,anticipation,0.167986315963095
qwen3,patient,0,anger,0.11716448476662777
qwen3,patient,0,trust,0.20789721154426324
qwen3,patient,0,surprise,0.003148361769840294
qwen3,patient,0,disgust,0.14071229557995502
qwen3,patient,0,joy,0.07044432845618397
qwen3,patient,0,sadness,0.21919673843141288
qwen3,patient,0,fear,0.09939888705461546
qwen3,patient,0,anticipation,0.14203769239710137
qwen3,therapist,1,anger,0.17528696335590996
qwen3,therapist,1,trust,0.02809323074258676
qwen3,therapist,1,surprise,0.036233923927639376
qwen3,therapist,1,disgust,0.14533749242133218
qwen3,therapist,1,joy,0.05001645460600445
qwen3,therapist,1,sadness,0.15574520087401453
qwen3,therapist,1,fear,0.10109841214968358
qwen3,therapist,1,anticipation,0.30818832192282924
qwen3,patient,1,anger,0.2529671817251758
qwen3,patient,1,trust,0.09467207608598842
qwen3,patient,1,surprise,0.0728863778237795
qwen3,patient,1,disgust,0.29894350208160897
qwen3,patient,1,joy,0.1114423247668755
qwen3,patient,1,sadness,0.032398794125771506
qwen3,patient,1,fear,0.058834339768670925
qwen3,patient,1,anticipation,0.0778554036221294
qwen3,therapist,2,anger,0.2529671817251758
qwen3,therapist,2,trust,0.09467207608598842
qwen3,therapist,2,surprise,0.0728863778237795
qwen3,therapist,2,disgust,0.29894350208160897
qwen3,therapist,2,joy,0.1114423247668755
qwen3,therapist,2,sadness,0.032398794125771506
qwen3,therapist,2,fear,0.058834339768670925
qwen3,therapist,2,anticipation,0.0778554036221294
qwen3,patient,2,anger,0.19952515324346745
qwen3,patient,2,trust,0.04594587909223468
qwen3,patient,2,surprise,0.15023144984165818
qwen3,patient,2,disgust,0.20932976563380654
qwen3,patient,2,joy,0.07116874220645493
qwen3,patient,2,sadness,0.10372450410087637
qwen3,patient,2,fear,0.030097734287322684
qwen3,patient,2,anticipation,0.1899767715941792
qwen3,therapist,3,anger,0.23092557698868058
qwen3,therapist,3,trust,0.05317664698986432
qwen3,therapist,3,surprise,0.17387423927547735
qwen3,therapist,3,disgust,0.24227319776021633
qwen3,therapist,3,joy,0.01032614003605929
qwen3,therapist,3,sadness,0.12004822734370642
qwen3,therapist,3,fear,0.03483438826317275
qwen3,therapist,3,anticipation,0.134541583342823
qwen3,patient,3,anger,0.19952515324346745
qwen3,patient,3,trust,0.04594587909223468
qwen3,patient,3,surprise,0.15023144984165818
qwen3,patient,3,disgust,0.20932976563380654
qwen3,patient,3,joy,0.07116874220645493
qwen3,patient,3,sadness,0.10372450410087637
qwen3,patient,3,fear,0.030097734287322684
qwen3,patient,3,anticipation,0.1899767715941792
qwen3,therapist,4,anger,0.19952515324346745
qwen3,therapist,4,trust,0.04594587909223468
qwen3,therapist,4,surprise,0.15023144984165818
qwen3,therapist,4,disgust,0.20932976563380654
qwen3,therapist,4,joy,0.07116874220645493
qwen3,therapist,4,sadness,0.10372450410087637
qwen3,therapist,4,fear,0.030097734287322684
qwen3,therapist,4,anticipation,0.1899767715941792
qwen3,patient,4,anger,0.19952515324346745
qwen3,patient,4,trust,0.04594587909223468
qwen3,patient,4,surprise,0.15023144984165818
qwen3,patient,4,disgust,0.20932976563380654
qwen3,patient,4,joy,0.07116874220645493
qwen3,patient,4,sadness,0.10372450410087637
qwen3,patient,4,fear,0.030097734287322684
qwen3,patient,4,anticipation,0.1899767715941792
qwen3,therapist,5,anger,0.19952515324346745
qwen3,therapist,5,trust,0.04594587909223468
qwen3,therapist,5,surprise,0.15023144984165818
qwen3,therapist,5,disgust,0.20932976563380654
qwen3,therapist,5,joy,0.07116874220645493
qwen3,therapist,5,sadness,0.10372450410087637
qwen3,therapist,5,fear,0.030097734287322684
qwen3,therapist,5,anticipation,0.1899767715941792
qwen3,patient,5,anger,0.19952515324346745
qwen3,patient,5,trust,0.04594587909223468
qwen3,patient,5,surprise,0.15023144984165818
qwen3,patient,5,disgust,0.20932976563380654
qwen3,patient,5,joy,0.07116874220645493
qwen3,patient,5,sadness,0.10372450410087637
qwen3,patient,5,fear,0.030097734287322684
qwen3,patient,5,anticipation,0.1899767715941792
qwen3,therapist,6,anger,0.19952515324346745
qwen3,therapist,6,trust,0.04594587909223468
qwen3,therapist,6,surprise,0.15023144984165818
qwen3,therapist,6,disgust,0.20932976563380654
qwen3,therapist,6,joy,0.07116874220645493
qwen3,therapist,6,sadness,0.10372450410087637
qwen3,therapist,6,fear,0.030097734287322684
qwen3,therapist,6,anticipation,0.1899767715941792
qwen3,patient,6,anger,0.19952515324346745
qwen3,patient,6,trust,0.04594587909223468
qwen3,patient,6,surprise,0.15023144984165818
qwen3,patient,6,disgust,0.20932976563380654
qwen3,patient,6,joy,0.07116874220645493
qwen3,patient,6,sadness,0.10372450410087637
qwen3,patient,6,fear,0.030097734287322684
qwen3,patient,6,anticipation,0.1899767715941792
qwen3,therapist,7,anger,0.19952515324346745
qwen3,therapist,7,trust,0.04594587909223468
qwen3,therapist,7,surprise,0.15023144984165818
qwen3,therapist,7,disgust,0.20932976563380654
qwen3,therapist,7,joy,0.07116874220645493
qwen3,therapist,7,sadness,0.10372450410087637
qwen3,therapist,7,fear,0.030097734287322684
qwen3,therapist,7,anticipation,0.1899767715941792
qwen3,patient,7,anger,0.19952515324346745
qwen3,patient,7,trust,0.04594587909223468
qwen3,patient,7,surprise,0.15023144984165818
qwen3,patient,7,disgust,0.20932976563380654
qwen3,patient,7,joy,0.07116874220645493
qwen3,patient,7,sadness,0.10372450410087637
qwen3,patient,7,fear,0.030097734287322684
qwen3,patient,7,anticipation,0.1899767715941792
qwen3,therapist,8,anger,0.19952515324346745
qwen3,therapist,8,trust,0.04594587909223468
qwen3,therapist,8,surprise,0.15023144984165818
qwen3,therapist,8,disgust,0.20932976563380654
qwen3,therapist,8,joy,0.07116874220645493
qwen3,therapist,8,sadness,0.10372450410087637
qwen3,therapist,8,fear,0.030097734287322684
qwen3,therapist,8,anticipation,0.1899767715941792
qwen3,patient,8,anger,0.19952515324346745
qwen3,patient,8,trust,0.04594587909223468
qwen3,patient,8,surprise,0.15023144984165818
qwen3,patient,8,disgust,0.20932976563380654
qwen3,patient,8,joy,0.07116874220645493
qwen3,patient,8,sadness,0.10372450410087637
qwen3,patient,8,fear,0.030097734287322684
qwen3,patient,8,anticipation,0.1899767715941792
qwen3,therapist,9,anger,0.19952515324346745
qwen3,therapist,9,trust,0.04594587909223468
qwen3,therapist,9,surprise,0.15023144984165818
qwen3,therapist,9,disgust,0.20932976563380654
qwen3,therapist,9,joy,0.07116874220645493
qwen3,therapist,9,sadness,0.10372450410087637
qwen3,therapist,9,fear,0.030097734287322684
qwen3,therapist,9,anticipation,0.1899767715941792
qwen3,patient,9,anger,0.19952515324346745
qwen3,patient,9,trust,0.04594587909223468
qwen3,patient,9,surprise,0.15023144984165818
qwen3,patient,9,disgust,0.20932976563380654
qwen3,patient,9,joy,0.07116874220645493
qwen3,patient,9,sadness,0.10372450410087637
qwen3,patient,9,fear,0.030097734287322684
qwen3,patient,9,anticipation,0.1899767715941792
qwen3,therapist,0,anger,0.1514425906426666
qwen3,therapist,0,trust,0.21868438783867716
qwen3,therapist,0,surprise,0.015378373499030939
qwen3,therapist,0,disgust,0.1267652762142058
qwen3,therapist,0,joy,0.09092294583956013
qwen3,therapist,0,sadness,0.141082958512445
qwen3,therapist,0,fear,0.10846205343018935
qwen3,therapist,0,anticipation,0.1472614140232251
qwen3,patient,0,anger,0.1514425906426666
qwen3,patient,0,trust,0.21868438783867716
qwen3,patient,0,surprise,0.015378373499030939
qwen3,patient,0,disgust,0.1267652762142058
qwen3,patient,0,joy,0.09092294583956013
qwen3,patient,0,sadness,0.141082958512445
