role,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
therapist,-2.097139797955579,2.7854157042442966,-2.0974648672796343,-0.7575941761055446,0.7472911562571091,-0.25849476785776665,0.63296979026049,1.8997586451329995
patient,-1.797966199567121,2.322184666957694,-1.8340790081646738,-0.4161153046340044,0.31693937155913104,0.3325674015499171,0.5318511653970562,1.2342742227251102
