role,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
therapist,-2.2254936055580075,2.850057292454795,-2.765714012688703,-1.2465196686373696,2.410351804206216,-0.6614430923070996,0.6380598639570639,2.489384998416985
patient,-1.997469858787887,2.3482500747338273,-2.014109831733967,-1.874859794262546,1.9073848012180779,0.6537970582623597,1.8326451517091795,1.489145763341811
