role,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
therapist,-2.1070240971448975,2.742650521259624,-2.12719543507073,-0.7626838427727406,0.792177351612628,-0.2511982241516087,0.6466082839940315,1.9289586842911643
patient,-1.810062480740465,2.288850357185946,-1.869439380901648,-0.4367325357270555,0.34527285532283186,0.32854277219865685,0.5335545559701875,1.2602388083651637
