role,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
therapist,-1.6650567616415461,2.428020600079145,-1.8506684618036948,-0.6081899071364355,1.2085419576549772,-0.09560154747116739,1.0174818093143327,2.3814866632637015
patient,-1.4392803013642637,2.168420631267564,-1.2073646971080507,-0.4164267685712098,0.8591967979142653,0.9538911866225617,1.2712999699815386,1.5938995396960463
